Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,IDA blend,IDB,..,..,13.2156348228455,12.6946897506714,15.7992901802063,16.2330298423767,12.8851313591003,15.6666107177734,15.0479040145874,14.1382384300232,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,IDA only,IDX,..,14.9077301025391,15.9607095718384,15.2533750534058,15.486219406128,16.863468170166,14.2921085357666,14.2760601043701,15.4462051391601,14.480073928833,13.7815065383911,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,IDA total,IDA,..,..,15.5138716697693,15.1595897674561,15.5875105857849,16.863468170166,14.2717189788818,14.3705911636353,15.3408699035645,14.480073928833,13.7042379379272,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Late-demographic dividend,LTE,..,..,14.8515744209289,14.6343183517456,14.3418827056885,13.5436086654663,13.8232131004333,12.4398012161255,12.6531772613525,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Latin America & Caribbean,LCN,..,16.2261505126953,17.4146747589112,17.9375495910644,17.577299118042,16.8650150299072,14.7598052024841,15.9905848503113,15.9666299819946,16.4729194641113,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Latin America & Caribbean (excluding high income),LAC,..,15.738260269165,17.6153793334961,17.9393291473389,17.9492292404175,17.1521797180176,14.3310699462891,16.1958599090576,16.408203125,16.9464120864869,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,16.2261505126953,17.6153793334961,17.9393291473389,17.9492292404175,17.1521797180176,15.1885404586792,15.7853097915649,15.995032787323,16.1035099029541,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Least developed countries: UN classification,LDC,..,14.9077301025391,14.5677795410156,14.3165302276612,14.8146796226502,15.5269708633423,14.2137899398804,13.6285581588745,15.2831525802612,14.4039645195007,13.7042379379272,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Low & middle income,LMY,..,..,16.0845546722412,15.5053901672363,15.4411373138428,15.5829000473022,14.4941005706787,14.6215481758118,15.1655282974243,14.3321094512939,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Low income,LIC,..,15.3238096237183,16.2116394042969,14.2696499824524,14.338252544403,16.0846600532532,15.357029914856,14.2760601043701,15.5770292282104,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Lower middle income,LMC,..,..,15.1455326080322,15.6636199951172,15.6437196731567,16.2231841087341,14.2819137573242,14.6215481758118,14.932695388794,14.8907270431518,13.3935947418212,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,"Middle East, North Africa, Afghanistan & Pakistan",MEA,..,..,..,12.1501598358154,12.0632429122925,12.192479133606,13.0579996109009,14.1205000877381,..,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,..,..,14.635917186737,13.6548748016357,13.8534812927246,..,..,..,..,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,..,..,14.635917186737,13.6548748016357,13.8534812927246,14.4741497039795,16.0217590332031,..,..,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Middle income,MIC,..,..,15.7012591362,15.9399518966675,15.5313014984131,15.4155521392822,14.3115892410278,14.7712154388428,14.7324242591858,14.1554746627808,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,North America,NAC,15.2107429504395,17.9881553649902,14.398530960083,14.3183794021606,14.4206442832947,14.3574581146241,14.0848069190979,11.2658791542053,11.0546884536743,11.0546884536743,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,OECD members,OED,..,12.5860900878906,11.8833231925964,12.0799169540406,12.1601958274841,12.0540046691894,11.9878053665161,10.8436517715454,11.0546884536743,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Other small states,OSS,..,18.182562828064,14.4210453033447,14.8969540596009,15.0687093734741,14.9448509216308,14.4941005706787,12.9371271133423,12.7362098693848,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Post-demographic dividend,PST,..,11.5842113494873,11.7361478805542,11.8471779823303,12.0739765167236,11.9191603660583,11.8388147354126,10.743049621582,11.0442266464233,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Pre-demographic dividend,PRE,..,13.1788449287414,15.9607095718384,14.9912900924683,15.4411373138428,16.8831596374512,15.2918653488159,14.3705911636353,15.2831525802612,14.480073928833,14.2939639091492,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Small states,SST,..,17.620044708252,13.863242149353,14.6343183517456,14.4936990737915,14.4741497039795,14.0007629394531,12.7325472831726,12.2013330459595,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,South Asia,SAS,..,18.6104650497437,12.0441026687622,17.1553020477295,13.8549823760986,11.9579200744629,13.1638989448548,10.9249048233033,11.5216660499573,11.6619834899902,9.67656469345095,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,South Asia (IDA & IBRD),TSA,..,18.6104650497437,12.0441026687622,17.1553020477295,13.8549823760986,11.9579200744629,13.1638989448548,10.9249048233033,11.5216660499573,11.6619834899902,9.67656469345095,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Sub-Saharan Africa,SSF,..,15.3238096237183,16.726110458374,15.9913101196289,16.137779712677,17.2210121154785,15.2918653488159,15.4046101570129,15.3551635742188,14.4843282699585,13.858775138855,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Sub-Saharan Africa (excluding high income),SSA,..,15.607159614563,16.5985298156738,15.880084991455,15.9128103256226,17.1559562683106,14.8929829597473,15.1426095962524,15.3480167388916,14.480073928833,13.858775138855,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,15.3238096237183,16.726110458374,15.9913101196289,16.137779712677,17.2210121154785,15.2918653488159,15.4046101570129,15.3551635742188,14.4843282699585,13.858775138855,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Upper middle income,UMC,..,..,16.4709491729736,16.1201610565186,15.1956567764282,14.7846651077271,14.4125852584839,15.514760017395,13.5260381698609,13.8033790588379,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,World,WLD,..,14.0967302322388,14.1098947525024,13.9976406097412,14.3431515693664,14.4909696578979,13.825984954834,12.8460392951966,12.7800283432007,13.8294501304627,..,..
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 07/01/2025,,,,,,,,,,,,,,,
