Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Luxembourg,LUX,..,11.2289552688599,11.2310438156128,11.1684913635254,11.0432891845703,11.1042575836182,11.1825523376465,10.6569862365723,11.0031833648682,10.7424373626709,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,"Macao SAR, China",MAC,..,15.4884328842163,14.7484540939331,14.8942623138428,13.9369010925293,14.4566869735718,15.5520725250244,12.298882484436,12.8669157028198,10.1243171691895,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Madagascar,MDG,..,15.8905096054077,16.9629096984863,19.5808753967285,..,19.8180198669434,17.9527912139893,..,..,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Malawi,MWI,..,..,21.7978992462158,16.7364082336426,14.3444204330444,15.8293504714966,..,..,..,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Malaysia,MYS,..,21.3906803131104,21.3044834136963,21.3475704193115,21.6478652954102,20.7007713317871,19.1384525299072,15.6218795776367,20.4625778198242,20.14967918396,17.1141796112061,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Maldives,MDV,..,..,12.9394426345825,11.2238693237305,11.354208946228,11.3899021148682,12.0551443099976,10.5050411224365,10.0329265594482,11.0764446258545,10.6328048706055,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Mali,MLI,..,15.3238096237183,18.1554908752441,13.9038801193237,16.534330368042,17.5215301513672,15.357029914856,15.1426095962524,16.2182102203369,18.1899967193604,19.121768951416,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Malta,MLT,..,12.8518304824829,13.229621887207,14.1111106872559,13.5023994445801,13.8488512039185,14.0757808685303,12.5418014526367,12.6589412689209,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Marshall Islands,MHL,..,..,..,24.6580009460449,22.3880004882812,21.6979999542236,15.0427398681641,19.3689994812012,22.8700008392334,11.3453598022461,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Mauritania,MRT,..,..,12.8434934616089,9.33061027526855,..,..,10.2280197143555,9.72708988189697,9.10482025146484,8.45474910736084,9.53007316589355,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Mauritius,MUS,..,..,16.4709491729736,16.2954635620117,15.8099765777588,15.4155521392822,14.4941005706787,12.5279674530029,11.6664562225342,12.1873197555542,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Mexico,MEX,..,19.6461296081543,19.0187492370605,17.9393291473389,17.577299118042,16.5778503417969,..,16.1958599090576,15.8831300735474,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,"Micronesia, Fed. Sts.",FSM,..,9.96512031555176,24.1280002593994,21.5849990844727,19.1480007171631,17.125,18.1070003509521,18.6149997711182,..,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Moldova,MDA,..,..,18.1821689605713,17.6604232788086,17.756555557251,17.5512390136719,18.3722457885742,17.1736507415771,16.3365783691406,15.7987813949585,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Monaco,MCO,..,6.32789993286133,..,6.59654998779297,6.98062992095947,..,5.02927017211914,..,5.87369012832642,4.79598999023438,7.73202991485596,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Mongolia,MNG,..,16.7009296417236,..,3.59722065925598,2.82189798355103,20.4833488464355,14.0775566101074,11.2567768096924,9.9870433807373,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Morocco,MAR,..,..,22.2395477294922,22.2573566436768,21.6499042510986,22.4447612762451,21.4650707244873,24.1580944061279,23.7564830780029,23.865665435791,22.8255195617676,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Mozambique,MOZ,..,..,19.8523387908936,20.1951103210449,18.9416999816895,17.3934097290039,19.0336818695068,17.934928894043,18.7598094940186,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Myanmar,MMR,..,..,8.73415756225586,9.68389511108398,8.58440017700195,9.68124294281006,9.82004833221436,..,..,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Namibia,NAM,..,21.9250602722168,22.5713329315186,23.9391956329346,24.6740264892578,23.3243026733398,29.0561962127686,24.9413814544678,25.1354885101318,25.3215408325195,24.9695491790771,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Nauru,NRU,..,..,10.2271690368652,8.88371467590332,12.7479658126831,9.6096887588501,..,..,..,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Nepal,NPL,..,..,..,..,..,..,..,11.4623718261719,12.8220291137695,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Netherlands,NLD,..,10.9843473434448,11.8186254501343,12.0879125595093,12.0739765167236,11.9594812393188,11.8349256515503,10.9442539215088,11.0442266464233,11.6171283721924,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,New Zealand,NZL,..,..,16.6238765716553,16.474552154541,16.2446899414062,15.8044004440308,15.8658418655396,14.436502456665,14.2881803512573,13.1385478973389,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Nicaragua,NIC,..,14.5736999511719,22.2829093933105,21.3254795074463,22.4333000183105,22.7613334655762,..,22.6876468658447,18.5222358703613,19.4015693664551,17.688570022583,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Niger,NER,..,19.0575294494629,18.5121898651123,15.3471603393555,13.215160369873,16.3399696350098,13.0128049850464,13.3325395584106,11.952615737915,12.3714513778687,12.8069744110107,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Nigeria,NGA,..,..,9.2555103302002,6.65219736099243,6.12010526657104,5.94455194473267,5.85497188568115,5.13143682479858,5.14022588729858,4.30281782150269,4.40417003631592,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,North Macedonia,MKD,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Norway,NOR,..,12.2750225067139,11.0946817398071,10.9676599502563,11.0532388687134,11.0503911972046,10.8743686676025,10.1225461959839,10.2669334411621,10.1221141815186,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Oman,OMN,..,8.98344039916992,..,..,15.2072200775146,11.9663095474243,13.0579996109009,15.4427700042725,..,14.1779499053955,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Pakistan,PAK,..,8.4898796081543,13.1872797012329,11.4444694519043,12.0632429122925,12.192479133606,11.5915641784668,10.7962121963501,7.81720781326294,9.40440368652344,8.34369468688965,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Palau,PLW,..,13.8001203536987,..,..,..,..,..,9.00948238372803,8.90960121154785,10.1772565841675,9.52868366241455,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Panama,PAN,..,19.8319396972656,15.220290184021,15.5256500244141,15.7615995407104,15.5840501785278,10.0902719497681,15.7853097915649,15.684889793396,15.7341003417969,11.9240961074829,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Papua New Guinea,PNG,..,..,4.81699991226196,2.55399990081787,10.6982002258301,9.22710037231445,2.56599998474121,4.10900020599365,3.86100006103516,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Paraguay,PRY,7.85805988311768,21.5593891143799,..,18.1543197631836,..,..,..,24.5218200683594,23.6368999481201,24.068510055542,21.9888305664062,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Peru,PER,..,15.2503700256348,17.6153793334961,17.93577003479,18.321159362793,17.1521797180176,17.7330207824707,15.514760017395,16.7094707489014,16.4729194641113,18.8884506225586,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Philippines,PHL,..,15.2067604064941,15.1455326080322,16.6420955657959,19.5904273986816,18.6920127868652,18.1630916595459,16.8932647705078,16.6816596984863,15.696400642395,16.7279834747314,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Poland,POL,..,13.1245346069336,12.6554670333862,12.0719213485718,11.8687410354614,12.027419090271,11.9878053665161,10.6044521331787,11.1692733764648,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Portugal,PRT,..,14.9108409881592,10.5435152053833,10.6469306945801,10.1069326400757,10.2643232345581,10.5292549133301,9.60721397399902,9.70918846130371,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Puerto Rico (US),PRI,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Qatar,QAT,..,9.67605018615723,..,..,8.56085014343262,..,8.63648986816406,9.31910991668701,..,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Romania,ROU,..,8.13998699188232,8.50127220153809,9.59609127044678,8.50618743896484,9.09863567352295,10.0885829925537,8.80290412902832,8.13680076599121,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Russian Federation,RUS,..,8.36431217193604,2.19599723815918,9.59414482116699,9.50124835968018,10.0498723983765,9.2856969833374,8.9350471496582,..,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Rwanda,RWA,..,18.8353290557861,12.5390501022339,12.2783899307251,11.0796098709106,10.8046102523804,10.9981460571289,10.7835245132446,15.5322399139404,12.7661399841309,14.7708702087402,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Samoa,WSM,..,10.4612998962402,14,14.4064989089966,13.2123956680298,14.8470258712769,15.596474647522,16.2149887084961,17.0629367828369,10.7754316329956,13.7421579360962,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,San Marino,SMR,..,..,..,..,..,..,8.90790271759033,6.56446886062622,7.89780330657959,7.45847129821777,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Sao Tome and Principe,STP,..,..,11.2973403930664,15.9666795730591,18.3999996185303,20.1165409088135,17.5924453735352,16.1259365081787,16.5841903686523,17.0863285064697,18.345006942749,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Saudi Arabia,SAU,..,17.8365898132324,..,..,..,..,..,..,..,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Senegal,SEN,..,17.6184902191162,23.7782707214355,21.3373699188232,21.1016902923584,22.6592807769775,20.8133697509766,21.4367904663086,21.7172908782959,22.4799900054932,22.5471706390381,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Serbia,SRB,..,..,..,8.69299030303955,9.25646018981934,8.80428028106689,8.60459995269775,..,7.08668994903564,7.4496898651123,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Seychelles,SYC,..,7.28238773345947,12.5869808197021,12.0067977905273,..,11.8271760940552,6.10557746887207,6.68331336975098,..,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Sierra Leone,SLE,..,20.7313003540039,..,12.4735803604126,19.894100189209,32.7278289794922,35.0058288574219,34.2441864013672,33.4194717407227,29.3728694915771,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Singapore,SGP,19.8832874298096,21.0251979827881,16.3894443511963,17.650146484375,17.2639617919922,16.0864105224609,16.4798526763916,11.215181350708,13.0648202896118,10.0732593536377,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,22.6110363006592,23.0442695617676,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Slovak Republic,SVK,..,7.10075330734253,9.12630558013916,9.05462169647217,9.8207836151123,9.88332748413086,10.4709911346436,9.93961334228516,9.35237979888916,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Slovenia,SVN,..,12.8971576690674,11.4590120315552,11.9989252090454,12.3341503143311,12.371244430542,12.5714797973633,11.1256284713745,11.5017423629761,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Solomon Islands,SLB,..,..,..,..,..,..,..,30.4943923950195,25.996826171875,25.7816181182861,25.8931884765625,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Somalia,SOM,..,..,..,..,1.7046936750412,3.00248384475708,4.18987464904785,..,..,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,South Africa,ZAF,..,18.4042949676514,18.8851432800293,16.1201610565186,18.8800506591797,20.2936897277832,18.6945037841797,18.6488628387451,18.9276657104492,18.6485004425049,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,South Sudan,SSD,..,..,3.3249499797821,..,..,..,..,..,..,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Spain,ESP,..,10.5237493515015,9.41445732116699,9.66042995452881,9.75414752960205,9.57202339172363,9.57694053649902,9.02206134796143,9.20082759857178,9.24893379211426,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Sri Lanka,LKA,..,..,10.9502601623535,17.728759765625,14.4997596740723,11.3309001922607,..,5.46859169006348,5.03881216049194,5.34583044052124,8.678466796875,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,St. Kitts and Nevis,KNA,..,13.6850500106812,8.77348041534424,13.7847833633423,13.7766399383545,10.1063499450684,8.63854694366455,11.1108884811401,6.75769996643066,10.9782552719116,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,St. Lucia,LCA,..,..,16.4529800415039,21.975700378418,14.0997362136841,14.3067197799683,14.0843200683594,14.3932695388794,14.467586517334,16.3435401916504,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,St. Vincent and the Grenadines,VCT,..,30.7891998291016,17.2000007629395,20,20.197639465332,19.8603401184082,..,13,..,15.2270812988281,12.8554649353027,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Sudan,SDN,..,9.11688995361328,..,..,..,..,..,..,..,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Suriname,SUR,..,..,11.3765993118286,16.07541847229,17.3235778808594,14.7241725921631,15.2769889831543,13.9423456192017,11.7829456329346,10.955436706543,7.53629207611084,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Sweden,SWE,..,12.0698051452637,13.0132026672363,13.3330450057983,13.6095180511475,13.8210620880127,14.0753192901611,13.4383907318115,13.5319395065308,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Switzerland,CHE,15.4940900802612,14.0967302322388,15.384970664978,15.3578214645386,15.359375,15.4628915786743,15.6454629898071,14.2427225112915,14.5807075500488,15.4052076339722,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Tajikistan,TJK,..,..,..,..,..,..,..,..,20.4031295776367,21.3547706604004,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Tanzania,TZA,..,..,17.6345500946045,17.204231262207,24.3965396881104,20.504940032959,14.2921085357666,13.6285581588745,13.5370082855225,14.3321094512939,13.7042379379272,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Thailand,THA,..,..,17.0577926635742,17.3138999938965,15.8593311309814,14.5290603637695,14.4990835189819,12.2840824127197,11.8762474060059,11.1855068206787,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Timor-Leste,TLS,..,..,7.48981046676636,6.09562349319458,7.02161121368408,6.59157419204712,6.86969232559204,6.95663690567017,7.47076988220215,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Togo,TGO,..,24.4237098693848,16.2116394042969,15.9913101196289,23.1400394439697,21.7690906524658,19.2347831726074,18.1434535980225,17.4534244537354,14.4758195877075,14.8236045837402,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Tonga,TON,..,22.9558601379395,..,..,11.0781450271606,11.2784481048584,12.9959421157837,10.7315483093262,10.1174325942993,9.76537227630615,8.4422492980957,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Trinidad and Tobago,TTO,13.8518800735474,11.7311201095581,12.3070449829102,11.7317085266113,10.2433071136475,10.6522779464722,10.3420467376709,11.7162704467773,10.0265197753906,9.20119094848633,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Tunisia,TUN,..,24.5917797088623,22.665340423584,..,..,..,17.6466770172119,20.8134746551514,19.7515163421631,19.9702625274658,18.1078968048096,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Turkiye,TUR,..,..,11.8485431671143,11.4074268341064,10.8092060089111,10.7427701950073,11.1729640960693,9.31123352050781,8.80984497070312,8.77881145477295,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Turkmenistan,TKM,..,..,..,..,..,..,23.0102500915527,27.9983997344971,29.0834503173828,28.6807193756104,20.3955097198486,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Turks and Caicos Islands,TCA,..,..,12.7578105926514,13.1762962341309,11.033748626709,12.8091297149658,9.61544036865234,10.8222131729126,12.5072898864746,12.5788650512695,9.26637935638428,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,10.4713296890259,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Uganda,UGA,..,10.3548698425293,13.2200803756714,12.4691696166992,12.1973304748535,11.2536602020264,8.89710712432861,8.52880477905273,8.21456050872803,8.48236465454102,8.62647151947021,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Ukraine,UKR,..,..,13.4800882339478,13.4315843582153,14.3961448669434,14.2296075820923,14.5580997467041,13.2730073928833,14.2518758773804,8.4858570098877,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,United Arab Emirates,ARE,..,..,..,..,..,..,13.5688695907593,12.7982301712036,14.7556104660034,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,United Kingdom,GBR,..,13.2567586898804,12.2591743469238,12.2109956741333,12.2464151382446,12.0805902481079,11.9921426773071,10.4407529830933,11.054573059082,10.6437501907349,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,United States,USA,15.2107429504395,17.9881553649902,16.0524635314941,15.9738168716431,15.9008255004883,15.7807312011719,15.5171337127686,12.6542158126831,..,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Uruguay,URY,..,8.35916996002197,14.7243003845215,14.7101402282715,14.8612604141235,15.1831197738647,15.1885404586792,13.8813695907593,14.7776203155518,14.930700302124,15.4337558746338,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Uzbekistan,UZB,..,..,24.5244998931885,24.8733444213867,23.4043712615967,21.8169212341309,25.5915851593018,21.8166007995605,21.4325084686279,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Vanuatu,VUT,..,27.52419090271,12.708869934082,12.4892473220825,13.2560138702393,20.1321506500244,4.45529985427856,5.0110502243042,20.0074501037598,20.9391002655029,20.8968601226807,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,..,..,0.00923999957740307,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Viet Nam,VNM,..,..,15.0167531967163,15.1302118301392,15.4742965698242,15.3567380905151,15.571949005127,14.4718809127808,14.8174867630005,15.4493446350098,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,"Yemen, Rep.",YEM,..,30.4892807006836,..,..,..,..,..,..,..,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Zambia,ZMB,..,8.35262012481689,16.726110458374,15.6636199951172,14.9343395233154,17.0909004211426,15.2918653488159,12.3780250549316,..,..,13.858775138855,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Zimbabwe,ZWE,..,..,29.4708290100098,23.5270843505859,19.6912288665771,19.158784866333,10.4635887145996,15.6666107177734,..,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Africa Eastern and Southern,AFE,..,15.3991198539734,16.9629096984863,16.6456594467163,17.2381258010865,17.3072109222412,15.2918653488159,15.7785749435425,15.4365549087524,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Africa Western and Central,AFW,..,15.3238096237183,14.7278146743775,13.9038801193237,16.137779712677,16.8831596374512,14.8143744468689,14.796865940094,15.3551635742188,14.480073928833,14.7291526794434,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Arab World,ARB,..,..,..,..,..,..,11.5391597747803,..,..,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Caribbean small states,CSS,13.8518800735474,11.7311201095581,12.3070449829102,11.7317085266113,10.2433071136475,10.6522779464722,10.3420467376709,11.7162704467773,10.0265197753906,9.20119094848633,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Central Europe and the Baltics,CEB,..,11.2330541610718,10.4988613128662,10.6055021286011,10.8394899368286,11.2675294876099,11.8427038192749,10.6044521331787,10.8769035339355,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Early-demographic dividend,EAR,..,17.7064895629883,16.2093925476074,16.3588199615479,16.1104793548584,16.6867799758911,14.6647500991822,15.7747373580933,15.7361831665039,15.5426712036133,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,East Asia & Pacific,EAS,..,..,15.0811429023742,15.1154346466064,15.1619415283203,15.2325873374939,15.1637201309204,12.821702003479,13.0648202896118,13.4970345497131,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,East Asia & Pacific (excluding high income),EAP,..,..,15.0167531967163,14.0029711723327,14.3320846557617,14.9720153808594,14.4990835189819,13.2277331352234,12.318051815033,13.8940677642823,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,15.0167531967163,14.0029711723327,13.8147959709167,14.9428992271423,14.2883200645446,12.2840824127197,11.8762474060059,13.9326143264771,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Euro area,EMU,..,11.201714515686,10.7578611373902,10.7615094184875,10.6398844718933,10.4397988319397,10.7527098655701,10.2960052490234,10.4758644104003,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Europe & Central Asia,ECS,..,11.5842113494873,11.7361478805542,11.4074268341064,11.0532388687134,11.1589603424073,11.8170013427734,10.6044521331787,11.0442266464233,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Europe & Central Asia (excluding high income),ECA,..,..,13.7949914932251,13.5047903060913,13.6602926254272,13.2640409469604,13.6100878715515,13.0716919898987,12.4690103530884,12.4927043914794,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,12.6554670333862,11.4074268341064,10.8092060089111,10.8567333221435,11.4001798629761,10.6044521331787,11.1692733764648,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,European Union,EUU,..,11.2034592628479,10.5435152053833,10.6469306945801,10.7396984100342,10.8592433929443,10.9761648178101,10.3530426025391,10.720606803894,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Fragile and conflict affected situations,FCS,..,..,13.4800882339478,13.2331695556641,14.3961448669434,15.0369348526,13.0128049850464,13.3325395584106,..,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Heavily indebted poor countries (HIPC),HPC,..,14.7407150268555,17.4795207977295,15.7688598632812,16.137779712677,17.5215301513672,15.357029914856,14.796865940094,15.8643770217896,14.4843282699585,14.7708702087402,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,High income,HIC,..,12.0698051452637,11.9181032180786,12.0354232788086,12.0254216194153,11.9663095474243,11.9878053665161,11.1256284713745,11.1692733764648,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,IBRD only,IBD,..,..,15.220290184021,15.5256500244141,14.9879512786865,14.7846651077271,14.4941005706787,14.4718809127808,14.6473617553711,14.1554746627808,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,IDA & IBRD total,IBT,..,..,15.3179636001587,15.2533750534058,15.3589043617248,15.4992260932922,14.3115892410278,14.4511222839355,14.8492531776429,14.4758195877075,..,..
