country,gdp_per_capita,year
Guyana,6775.70939096303,2020
Haiti,1290.32538667383,2020
Honduras,2307.61494319511,2020
"Hong Kong SAR, China",46109.2299946609,2020
Hungary,16386.9308821258,2020
Iceland,59023.5663465778,2020
India,1907.04251637669,2020
Indonesia,3853.70288774146,2020
"Iran, Islamic Rep.",2988.78122414716,2020
Iraq,4295.18945121228,2020
Ireland,86622.5067251295,2020
Isle of Man,79513.5330346598,2020
Israel,44575.5719045492,2020
Italy,32091.4866621366,2020
Jamaica,4879.44025773374,2020
Japan,40028.7341726762,2020
Jordan,4022.0401356135,2020
Kazakhstan,8781.50797787648,2020
Kenya,1927.66459027849,2020
Kiribati,1751.7823197053,2020
"Korea, Rep.",31721.2989141857,2020
Kosovo,4310.89065548799,2020
Kuwait,25236.0755520534,2020
Kyrgyz Republic,1229.51766602907,2020
Lao PDR,2583.77730696131,2020
Latvia,17564.2321549354,2020
Lebanon,5561.19166950397,2020
Lesotho,918.582577421982,2020
Liberia,616.787867006715,2020
Libya,6650.33810585348,2020
Liechtenstein,164671.093553454,2020
Lithuania,20428.6478157394,2020
Luxembourg,116860.02817236,2020
"Macao SAR, China",36976.2561071429,2020
Madagascar,450.771615201509,2020
Malawi,602.507478176106,2020
Malaysia,9957.52626697613,2020
Maldives,7393.8886543933,2020
Mali,953.242943290974,2020
Malta,31833.596382464,2020
Marshall Islands,5661.96787336674,2020
Mauritania,1795.76459566714,2020
Mauritius,9011.04288445023,2020
Mexico,8841.2707511328,2020
