country,gdp_per_capita,year
Afghanistan,525.469770891619,2017
Albania,4614.0479692596,2017
Algeria,4554.66753957828,2017
American Samoa,11863.6839452565,2017
Andorra,40672.9943348258,2017
Angola,2437.25971190821,2017
Antigua and Barbuda,16965.7288273816,2017
Argentina,14532.5009308511,2017
Armenia,3869.05373867752,2017
Aruba,28440.051963759,2017
Australia,53901.7145392154,2017
Austria,47163.7425775142,2017
Azerbaijan,4147.1981423222,2017
"Bahamas, The",31875.4881749619,2017
Bahrain,24784.7693514607,2017
Bangladesh,1811.08221668646,2017
Barbados,19692.7606711615,2017
Belarus,5785.54491935194,2017
Belgium,44035.3239358548,2017
Belize,6072.58267640581,2017
Benin,1054.97408066814,2017
Bermuda,112339.425587467,2017
Bhutan,3435.28804735662,2017
Bolivia,3306.30301224425,2017
Bosnia and Herzegovina,5345.01985489192,2017
Botswana,7104.96401088027,2017
Brazil,10080.5092819305,2017
Brunei Darussalam,28024.3824618568,2017
Bulgaria,8696.68930427924,2017
Burkina Faso,709.091535894695,2017
Burundi,236.694472592753,2017
Cabo Verde,3893.09571382506,2017
Cambodia,1826.35391688754,2017
Cameroon,1496.08951771242,2017
Canada,45129.628116623,2017
Cayman Islands,80053.9444506891,2017
Central African Republic,432.324025684263,2017
Chad,854.46120040098,2017
Channel Islands,55806.5708942966,2017
Chile,14879.9086227187,2017
China,8979.67652709856,2017
Colombia,6479.53231292429,2017
Comoros,1423.92480215551,2017
"Congo, Dem. Rep.",436.584534687385,2017
"Congo, Rep.",2211.63309874797,2017
Costa Rica,12317.0902771322,2017
Cote d'Ivoire,1964.29930338343,2017
Croatia,13902.6310485422,2017
Cuba,8610.60829531998,2017
Curacao,18938.2440469703,2017
Cyprus,26696.990234375,2017
Czechia,20913.197632212,2017
Denmark,57521.5514992225,2017
Djibouti,2618.95521147369,2017
Dominica,8224.64896571414,2017
Dominican Republic,7412.71571571512,2017
Ecuador,6233.32244797718,2017
"Egypt, Arab Rep.",2395.10333299491,2017
El Salvador,4020.12671373919,2017
Equatorial Guinea,7809.10465655488,2017
Estonia,20851.5223496861,2017
Eswatini,3853.99147918102,2017
Ethiopia,745.632433925343,2017
Faroe Islands,59387.353086482,2017
Fiji,5826.84814459328,2017
Finland,46085.0174739036,2017
France,38687.1626407164,2017
French Polynesia,20826.9312492172,2017
Gabon,6921.73373135624,2017
"Gambia, The",642.522641296331,2017
Georgia,4418.75206546679,2017
Germany,45526.5999576533,2017
Ghana,2012.28662641265,2017
Greece,18631.9930129293,2017
Greenland,50765.7494665372,2017
Grenada,9751.42661155932,2017
Guam,36779.0078903909,2017
Guatemala,4324.99608157801,2017
Guinea,833.598621691121,2017
Guinea-Bissau,783.123186602022,2017
Guyana,6178.6650437298,2017
Haiti,1395.23945184461,2017
Honduras,2413.0076562942,2017
"Hong Kong SAR, China",46160.429791493,2017
Hungary,14736.1668157258,2017
Iceland,72010.1490316258,2017
India,1950.10468280866,2017
Indonesia,3798.88326174526,2017
"Iran, Islamic Rep.",5753.11544659399,2017
Iraq,4759.2846435467,2017
Ireland,72198.1076995377,2017
Isle of Man,83481.3038489014,2017
Israel,41138.470964272,2017
Italy,32844.115660604,2017
Jamaica,5259.31332766957,2017
Japan,38834.0529341227,2017
Jordan,4065.61628749384,2017
Kazakhstan,8943.08416791984,2017
Kenya,1667.48447230835,2017
Kiribati,1853.05122713319,2017
"Korea, Rep.",31600.7358741365,2017
Kosovo,4009.31799347588,2017
Kuwait,29047.6535822842,2017
Kyrgyz Republic,1221.39046807082,2017
Lao PDR,2432.43059478511,2017
Latvia,15132.4958333982,2017
Lebanon,8608.21084982387,2017
Lesotho,1069.36673247542,2017
Liberia,699.269095727404,2017
Libya,9965.83236729757,2017
Liechtenstein,170547.092298954,2017
Lithuania,16800.1510246099,2017
Luxembourg,110193.213797228,2017
"Macao SAR, China",77704.9215312666,2017
Madagascar,491.866848718929,2017
Malawi,495.769683367165,2017
Malaysia,9862.54806612235,2017
Maldives,10509.628805812,2017
Mali,924.057531692284,2017
Malta,30317.2443357939,2017
Marshall Islands,4592.83457628576,2017
Mauritania,1615.00401327323,2017
Mauritius,10841.6847754844,2017
Mexico,9649.27816772402,2017
"Micronesia, Fed. Sts.",3279.10779039285,2017
Moldova,3453.26727720294,2017
Monaco,170663.375247872,2017
Mongolia,3645.96708669551,2017
Montenegro,7758.36921956034,2017
Morocco,3296.52661132813,2017
Mozambique,470.93856305196,2017
Myanmar,1272.82241830603,2017
Namibia,5143.96072323076,2017
Nauru,9613.41209082575,2017
Nepal,1034.28374906846,2017
Netherlands,49513.6817346384,2017
New Caledonia,32354.7102832901,2017
New Zealand,42950.3841711138,2017
Nicaragua,2182.61380995674,2017
Niger,521.804130023434,2017
Nigeria,1876.34027111773,2017
North Macedonia,5955.2973863451,2017
Northern Mariana Islands,31225.6049960968,2017
Norway,76131.8384032764,2017
Oman,17820.0661809335,2017
Pakistan,1519.23459514248,2017
Palau,16034.1342914889,2017
Panama,15694.6297454295,2017
Papua New Guinea,2477.76530986323,2017
Paraguay,6152.26711537703,2017
Peru,6736.16693725487,2017
Philippines,3038.12124959289,2017
Poland,13913.3415190124,2017
Portugal,21442.3842768879,2017
Puerto Rico (US),30328.4871132804,2017
Qatar,63279.8556949332,2017
Romania,10727.9822007426,2017
Russian Federation,10658.9130859375,2017
Rwanda,758.300966737624,2017
Samoa,4307.59381964907,2017
San Marino,45192.0279766943,2017
Sao Tome and Principe,1555.79477812888,2017
Saudi Arabia,23929.2907135982,2017
Senegal,1356.80518449031,2017
Serbia,6548.03653824187,2017
Seychelles,17480.3651911372,2017
Sierra Leone,779.186007841728,2017
Singapore,61236.251270627,2017
Sint Maarten (Dutch part),34701.3058494468,2017
Slovak Republic,17645.5298716761,2017
Slovenia,23303.077705959,2017
Solomon Islands,2143.57465243959,2017
Somalia,510.939952317726,2017
South Africa,6618.33508255701,2017
Spain,28381.3425596906,2017
Sri Lanka,4398.88828068715,2017
St. Kitts and Nevis,22464.9899633959,2017
St. Lucia,11333.1123822102,2017
St. Martin (French part),19033.0594854512,2017
St. Vincent and the Grenadines,7988.04445019298,2017
Sudan,966.505676269531,2017
Suriname,6049.52128553675,2017
Sweden,53300.8587281785,2017
Switzerland,82254.3770471336,2017
Syrian Arab Republic,851.502005254153,2017
Tajikistan,829.45714764957,2017
Tanzania,986.674011230469,2017
Thailand,6413.09182530343,2017
Timor-Leste,1266.17767952941,2017
Togo,792.765487219069,2017
Tonga,4365.92929788648,2017
Trinidad and Tobago,17578.6417765865,2017
Tunisia,3619.03247319953,2017
Turkiye,10695.550196231,2017
Turkmenistan,5828.4816623489,2017
Turks and Caicos Islands,25614.8372710646,2017
Tuvalu,4165.66338700106,2017
Uganda,765.218332297361,2017
Ukraine,2604.28759765625,2017
United Arab Emirates,42340.5917160161,2017
United Kingdom,40629.2340347345,2017
United States,60047.7190728307,2017
Uruguay,19184.6502617082,2017
Uzbekistan,2190.60411562888,2017
Vanuatu,3159.86055790126,2017
Viet Nam,2956.10992127753,2017
Virgin Islands (U.S.),35365.0693039774,2017
West Bank and Gaza,3620.36048715937,2017
"Yemen, Rep.",811.165970405745,2017
Zambia,1483.46577328065,2017
Zimbabwe,3448.08699068824,2017
Afghanistan,491.337221382603,2018
Albania,5365.48880180298,2018
Algeria,4577.21029180491,2018
American Samoa,12552.0546868861,2018
Andorra,42819.7745797624,2018
Angola,2538.59139143371,2018
Antigua and Barbuda,18273.4270684912,2018
Argentina,11752.7998922979,2018
Armenia,4196.00562301769,2018
Aruba,30082.1276448186,2018
Australia,57196.4220783778,2018
Austria,51194.0749841299,2018
Azerbaijan,4739.7943123408,2018
"Bahamas, The",32642.3353203452,2018
Bahrain,26324.4066549559,2018
Bangladesh,1965.24372731467,2018
Barbados,20055.915870771,2018
Belarus,6360.037502312,2018
Belgium,47487.2100392561,2018
Belize,6031.28139580144,2018
Benin,1151.7409703472,2018
Bermuda,113204.82210838,2018
Bhutan,3400.20417245342,2018
Bolivia,3500.72642189887,2018
Bosnia and Herzegovina,6047.84584261133,2018
Botswana,7407.95940141786,2018
Brazil,9300.66164923219,2018
Brunei Darussalam,30988.1190497851,2018
Bulgaria,9872.38507789106,2018
Burkina Faso,777.465618514048,2018
Burundi,224.89939239264,2018
Cabo Verde,4294.96510035729,2018
Cambodia,2036.67377566578,2018
Cameroon,1610.69641591017,2018
Canada,46539.1761570405,2018
Cayman Islands,83865.5531568184,2018
Central African Republic,455.243962859534,2018
Chad,948.656629871231,2018
Channel Islands,60783.3529257544,2018
Chile,15659.4808675628,2018
China,10085.6638148819,2018
Colombia,6816.96818309544,2018
Comoros,1540.71132331975,2018
"Congo, Dem. Rep.",528.256019777898,2018
"Congo, Rep.",2694.43413191427,2018
Costa Rica,12590.2493781628,2018
Cote d'Ivoire,2130.86619381144,2018
Croatia,15460.4183295843,2018
Cuba,8911.46205964193,2018
Curacao,19119.1243941688,2018
Cyprus,29599.986328125,2018
Czechia,23705.9329811299,2018
Denmark,61324.7665045565,2018
Djibouti,2718.08338799203,2018
Dominica,9215.3085405645,2018
Dominican Republic,7882.98221584944,2018
Ecuador,6303.91886658338,2018
"Egypt, Arab Rep.",2484.70315630508,2018
El Salvador,4183.54620971358,2018
Equatorial Guinea,8102.47084834031,2018
Estonia,23618.1361254581,2018
Eswatini,3973.46344933667,2018
Ethiopia,747.968003672674,2018
Faroe Islands,62526.4908515743,2018
Fiji,6085.41979485376,2018
Finland,49654.2497035329,2018
France,41418.1766484844,2018
French Polynesia,21925.616043938,2018
Gabon,7624.2775233771,2018
"Gambia, The",696.219806960615,2018
Georgia,4804.0546040444,2018
Germany,48874.8595028454,2018
Ghana,2195.32166016377,2018
Greece,19873.4015238771,2018
Greenland,54545.135857765,2018
Grenada,10083.021279225,2018
Guam,37195.9503070464,2018
Guatemala,4352.94651790253,2018
Guinea,933.273615633705,2018
Guinea-Bissau,808.531613218504,2018
Guyana,6048.38697180418,2018
Haiti,1496.38048970156,2018
Honduras,2464.64241531918,2018
"Hong Kong SAR, China",48537.5668888343,2018
Hungary,16605.0570511887,2018
Iceland,74452.1890731447,2018
India,1966.25455171679,2018
Indonesia,3860.95353090726,2018
"Iran, Islamic Rep.",4631.78709016514,2018
Iraq,5646.68932074742,2018
Ireland,80738.9628834696,2018
Isle of Man,89393.8244248812,2018
Israel,42362.6652754196,2018
Italy,34904.1081923834,2018
Jamaica,5578.10347525832,2018
Japan,39751.1330982711,2018
Jordan,4145.43989673265,2018
Kazakhstan,9472.48527327758,2018
Kenya,1836.45275528993,2018
Kiribati,1912.73809378187,2018
"Korea, Rep.",33447.1562836166,2018
Kosovo,4384.18624084947,2018
Kuwait,32067.9623689512,2018
Kyrgyz Republic,1283.5203037417,2018
Lao PDR,2545.1075420815,2018
Latvia,17252.1710428626,2018
Lebanon,9174.53666204759,2018
Lesotho,1170.65569702819,2018
Liberia,692.203127129794,2018
Libya,11196.5854810844,2018
Liechtenstein,174988.775083446,2018
Lithuania,19247.2315367967,2018
Luxembourg,116926.759593905,2018
"Macao SAR, China",83761.8171798142,2018
Madagascar,500.45718552916,2018
Malawi,533.203173686705,2018
Malaysia,10901.8019954421,2018
Maldives,11423.2838427029,2018
Mali,996.379292136901,2018
Malta,33382.2677502638,2018
Marshall Islands,4858.12079054875,2018
Mauritania,1722.93528854073,2018
Mauritius,11643.4605962124,2018
Mexico,10084.7937553679,2018
"Micronesia, Fed. Sts.",3566.58690371125,2018
Moldova,4156.44981956646,2018
Monaco,188298.315668437,2018
Mongolia,4107.64288528468,2018
Montenegro,8790.88152116679,2018
Morocco,3501.69799804688,2018
Mozambique,517.507260258101,2018
Myanmar,1298.21310320785,2018
Namibia,5308.60813408705,2018
Nauru,11408.6947593898,2018
Nepal,1179.19843190389,2018
Netherlands,53955.0770024266,2018
New Caledonia,34902.8968780031,2018
New Zealand,43257.0769238879,2018
Nicaragua,2035.16549390507,2018
Niger,578.568035680892,2018
Nigeria,2057.87944554011,2018
North Macedonia,6713.98925398989,2018
Northern Mariana Islands,26509.3628379893,2018
Norway,82792.8427113304,2018
Oman,19901.7615642016,2018
Pakistan,1569.33814626355,2018
Palau,16197.7265072415,2018
Panama,16151.3273478476,2018
Papua New Guinea,2566.36833735041,2018
Paraguay,6258.44991640954,2018
Peru,6978.49121548627,2018
Philippines,3168.51036609727,2018
Poland,15658.210586693,2018
Portugal,23541.1401075289,2018
Puerto Rico (US),30679.9181934488,2018
Qatar,71039.8490579352,2018
Romania,12502.2624061935,2018
Russian Federation,11211.8876953125,2018
Rwanda,771.773511057901,2018
Samoa,4231.81409469194,2018
San Marino,47950.6880557136,2018
Sao Tome and Principe,1825.59971753966,2018
Saudi Arabia,29360.0658968566,2018
Senegal,1452.55612562445,2018
Serbia,7559.86165747394,2018
Seychelles,18440.2340460932,2018
Sierra Leone,845.914540460932,2018
Singapore,66881.6067035265,2018
Sint Maarten (Dutch part),31708.3110124742,2018
Slovak Republic,19573.3717031314,2018
Slovenia,25888.0481065655,2018
Solomon Islands,2278.20633913383,2018
Somalia,509.525801898508,2018
South Africa,6914.1780318076,2018
Spain,30602.4212881113,2018
Sri Lanka,4358.56095906047,2018
St. Kitts and Nevis,22901.3816403197,2018
St. Lucia,11642.6984727769,2018
St. Martin (French part),19033.0594854512,2018
St. Vincent and the Grenadines,8428.12677153069,2018
Sudan,731.027465820313,2018
Suriname,6665.74180472239,2018
Sweden,54181.9069780904,2018
Switzerland,85217.3691512274,2018
Syrian Arab Republic,1098.0668642357,2018
Tajikistan,834.288404578801,2018
Tanzania,1023.10626220703,2018
Thailand,7099.77650081458,2018
Timor-Leste,1219.46599728983,2018
Togo,851.130806891807,2018
Tonga,4638.8978542585,2018
Trinidad and Tobago,17575.8042838042,2018
Tunisia,3628.10366464236,2018
Turkiye,9568.83506330228,2018
Turkmenistan,6125.05169712085,2018
Turks and Caicos Islands,31625.616593277,2018
Tuvalu,4466.12034928245,2018
Uganda,792.16570022814,2018
Ukraine,3059.0517578125,2018
United Arab Emirates,45689.8570049401,2018
United Kingdom,43315.4874501318,2018
United States,62875.6661382728,2018
Uruguay,19249.9404677501,2018
Uzbekistan,1813.08530813664,2018
Vanuatu,3206.65748718811,2018
Viet Nam,3222.31003125366,2018
Virgin Islands (U.S.),36663.2087550584,2018
West Bank and Gaza,3562.33094270256,2018
"Yemen, Rep.",633.887202450998,2018
Zambia,1463.89997855593,2018
Zimbabwe,2271.85250365817,2018
Afghanistan,496.6025042585,2019
Albania,5460.4305086932,2019
Algeria,4468.45341883656,2019
American Samoa,12886.1359517218,2019
Andorra,41257.8045846483,2019
Angola,2189.85571407618,2019
Antigua and Barbuda,18896.3721832248,2019
Argentina,9955.97478680428,2019
Armenia,4597.22887399548,2019
Aruba,31096.2050738676,2019
Australia,54972.7017885437,2019
Austria,49885.9947355204,2019
Azerbaijan,4805.75371765917,2019
"Bahamas, The",33640.3369861278,2019
Bahrain,27259.7438599327,2019
Bangladesh,2129.79896954606,2019
Barbados,20583.7265786414,2019
Belarus,6837.77339645635,2019
Belgium,46716.6227467964,2019
Belize,6190.04792278445,2019
Benin,1130.82135339795,2019
Bermuda,115798.040775578,2019
Bhutan,3576.87987100503,2019
Bolivia,3503.89601123129,2019
Bosnia and Herzegovina,6122.3753450882,2019
Botswana,7172.08956480028,2019
Brazil,9029.83326681073,2019
Brunei Darussalam,30426.5730284202,2019
Bulgaria,10372.8044341114,2019
Burkina Faso,764.853077774946,2019
Burundi,210.236494521532,2019
Cabo Verde,4380.78117331128,2019
Cambodia,2225.87705485686,2019
Cameroon,1555.22660476477,2019
Canada,46352.8693445211,2019
Cayman Islands,88254.2903677044,2019
Central African Republic,449.228467602439,2019
Chad,893.336441643325,2019
Channel Islands,60568.108347955,2019
Chile,14495.716721687,2019
China,10342.9009524335,2019
Colombia,6472.54544924705,2019
Comoros,1519.26386326167,2019
"Congo, Dem. Rep.",557.044161335917,2019
"Congo, Rep.",2488.42466724916,2019
Costa Rica,12884.6859951947,2019
Cote d'Ivoire,2141.76836170115,2019
Croatia,15563.8167397199,2019
Cuba,9232.26115935183,2019
Curacao,19220.6865793075,2019
Cyprus,29703.052734375,2019
Czechia,24062.7190013343,2019
Denmark,59404.2663247723,2019
Djibouti,2837.16902340932,2019
Dominica,9491.14995962374,2019
Dominican Republic,8183.01623600375,2019
Ecuador,6205.05765246766,2019
"Egypt, Arab Rep.",2962.98892023003,2019
El Salvador,4320.11671534627,2019
Equatorial Guinea,6804.14923073888,2019
Estonia,24021.2501413306,2019
Eswatini,3913.12643969301,2019
Ethiopia,828.709080522921,2019
Faroe Islands,63067.0695697911,2019
Fiji,5950.82866866702,2019
Finland,48358.1807773701,2019
France,40408.2848574751,2019
French Polynesia,21582.5892046801,2019
Gabon,7441.1786472281,2019
"Gambia, The",738.186751987483,2019
Georgia,4741.2832715876,2019
Germany,47623.8656074829,2019
Ghana,2186.65822682613,2019
Greece,19335.3602002969,2019
Greenland,53309.2035905065,2019
Grenada,10462.7929159533,2019
Guam,39274.9431424899,2019
Guatemala,4511.99755157656,2019
Guinea,1031.34146480732,2019
Guinea-Bissau,807.425524872835,2019
Guyana,6405.82443444562,2019
Haiti,1352.17204191532,2019
Honduras,2502.32744328073,2019
"Hong Kong SAR, China",48359.0011950597,2019
Hungary,17012.8598553199,2019
Iceland,68452.23622306,2019
India,2041.42863698585,2019
Indonesia,4106.94856160358,2019
"Iran, Islamic Rep.",3831.27894763337,2019
Iraq,5671.8568632942,2019
Ireland,81810.1926481407,2019
Isle of Man,87127.5517977404,2019
Israel,44250.6313628073,2019
Italy,33812.788724868,2019
Jamaica,5607.24299266608,2019
Japan,40415.9567649547,2019
Jordan,4170.1144003465,2019
Kazakhstan,9457.12614657136,2019
Kenya,1960.40808854893,2019
Kiribati,1750.9977188915,2019
"Korea, Rep.",31902.4169048194,2019
Kosovo,4415.99716107514,2019
Kuwait,31707.8737464917,2019
Kyrgyz Republic,1421.99927504102,2019
Lao PDR,2589.32081035237,2019
Latvia,17294.9751600969,2019
Lebanon,8905.88005497437,2019
Lesotho,1082.05706777516,2019
Liberia,658.164180770507,2019
Libya,9963.19489084483,2019
Liechtenstein,166907.839305016,2019
Lithuania,19608.7943945553,2019
Luxembourg,112696.649059674,2019
"Macao SAR, China",81967.699172769,2019
Madagascar,499.818837622534,2019
Malawi,580.889816066776,2019
Malaysia,10920.191763972,2019
Maldives,11740.2724029785,2019
Mali,971.949318638092,2019
Malta,32421.9179753188,2019
Marshall Islands,5292.33985502306,2019
Mauritania,1767.072710621,2019
Mauritius,11403.2527870674,2019
Mexico,10369.5553585271,2019
"Micronesia, Fed. Sts.",3572.65918282222,2019
Moldova,4405.33418162155,2019
Monaco,193746.785647412,2019
Mongolia,4347.54610314873,2019
Montenegro,8842.48528706869,2019
Morocco,3508.09765625,2019
Mozambique,519.09255091362,2019
Myanmar,1425.98954211903,2019
Namibia,4731.9210318831,2019
Nauru,10776.8284610316,2019
Nepal,1203.14294706401,2019
Netherlands,53554.9007491475,2019
New Caledonia,33411.3358835672,2019
New Zealand,42779.2298164101,2019
Nicaragua,1958.62051528095,2019
Niger,561.691304349698,2019
Nigeria,2265.15520863056,2019
North Macedonia,6718.85826635458,2019
Northern Mariana Islands,24496.6652122421,2019
Norway,76430.5889473338,2019
Oman,19180.1864152801,2019
Pakistan,1390.41690981745,2019
Palau,15841.1956399595,2019
Panama,16477.9066285687,2019
Papua New Guinea,2575.77274140393,2019
Paraguay,5821.18199548637,2019
Peru,7037.00803692604,2019
Philippines,3400.78949767074,2019
Poland,15874.5220531254,2019
Portugal,23343.3628970034,2019
Puerto Rico (US),31830.5284993358,2019
Qatar,66841.3013484919,2019
Romania,12992.0326104674,2019
Russian Federation,11447.701171875,2019
Rwanda,810.051412137354,2019
Samoa,4351.94234943706,2019
San Marino,46627.0122356944,2019
Sao Tome and Principe,1935.2931816596,2019
Saudi Arabia,29566.7933827436,2019
Senegal,1431.18128932159,2019
Serbia,7755.632986437,2019
Seychelles,19141.5118743615,2019
Sierra Leone,844.049555179116,2019
Singapore,65952.0378959293,2019
Sint Maarten (Dutch part),34861.469528968,2019
Slovak Republic,19406.0589683582,2019
Slovenia,25814.1687167572,2019
Solomon Islands,2223.66502559565,2019
Somalia,539.893931565407,2019
South Africa,6533.71121032856,2019
Spain,29786.5245689007,2019
Sri Lanka,4081.94772722003,2019
St. Kitts and Nevis,23595.4923231291,2019
St. Lucia,11794.0597229805,2019
St. Martin (French part),19033.0594854512,2019
St. Vincent and the Grenadines,8740.59425232061,2019
Sudan,709.975280761719,2019
Suriname,6629.66775248603,2019
Sweden,51773.0464558993,2019
Switzerland,84121.9310304414,2019
Syrian Arab Republic,1109.53926036049,2019
Tajikistan,871.022372934846,2019
Tanzania,1063.32250976563,2019
Thailand,7605.69657797759,2019
Timor-Leste,1562.36458068032,2019
Togo,826.260654099894,2019
Tonga,4676.84802517145,2019
Trinidad and Tobago,17293.4730123427,2019
Tunisia,3528.87213306798,2019
Turkiye,9215.44049888114,2019
Turkmenistan,6648.0348960628,2019
Turks and Caicos Islands,31780.5217068989,2019
Tuvalu,5115.13075950206,2019
Uganda,822.171150141651,2019
Ukraine,3619.86157226563,2019
United Arab Emirates,44251.4541398817,2019
United Kingdom,42794.0022648288,2019
United States,65227.9565911038,2019
Uruguay,18315.7316980028,2019
Uzbekistan,2041.38480729431,2019
Vanuatu,3207.44650452083,2019
Viet Nam,3440.90025375434,2019
Virgin Islands (U.S.),38633.5298915336,2019
West Bank and Gaza,3656.85827137011,2019
"Yemen, Rep.",623.376168144679,2019
Zambia,1258.98619844462,2019
Zimbabwe,1683.91313584141,2019
Afghanistan,510.787063366811,2020
Albania,5370.77749956875,2020
Algeria,3743.5419522929,2020
American Samoa,14489.2586563775,2020
Andorra,37361.0900666982,2020
Angola,1449.92286669308,2020
Antigua and Barbuda,15369.6082250401,2020
Argentina,8535.59938004389,2020
Armenia,4268.68093304583,2020
Aruba,22855.9323200761,2020
Australia,51791.540179984,2020
Austria,48716.4098900349,2020
Azerbaijan,4229.91064904503,2020
"Bahamas, The",26178.7537607708,2020
Bahrain,24342.8444554718,2020
Bangladesh,2248.85078828233,2020
Barbados,18347.1109131055,2020
Belarus,6542.85579976768,2020
Belgium,45906.2875805246,2020
Belize,5227.19363786168,2020
Benin,1200.19426631122,2020
Bermuda,106976.546239632,2020
Bhutan,3191.66906999331,2020
Bolivia,3099.94219053514,2020
Bosnia and Herzegovina,6130.31133245161,2020
Botswana,6323.29749806946,2020
Brazil,7074.19378337644,2020
Brunei Darussalam,26834.3592463839,2020
Bulgaria,10769.9475699414,2020
Burkina Faso,825.237038782475,2020
Burundi,210.008139902508,2020
Cabo Verde,3539.22661248299,2020
Cambodia,2081.73914242939,2020
Cameroon,1555.60370660749,2020
Canada,43537.839298904,2020
Cayman Islands,82338.7982853661,2020
Central African Republic,462.879071294011,2020
Chad,866.947814890409,2020
Channel Islands,56785.9402005039,2020
Chile,13114.815470545,2020
China,10627.4637989619,2020
Colombia,5339.68711357943,2020
Comoros,1527.16990927956,2020
"Congo, Dem. Rep.",507.521230077872,2020
"Congo, Rep.",1993.586671931,2020
Costa Rica,12394.0493969354,2020
Cote d'Ivoire,2179.72934832935,2020
Croatia,14808.4620188819,2020
Cuba,9605.26125067263,2020
Curacao,16356.0933254541,2020
Cyprus,28649.015625,2020
Czechia,23472.8915454417,2020
Denmark,60985.4885601514,2020
Djibouti,2844.88810647853,2020
Dominica,7827.74842680426,2020
Dominican Republic,7135.22273255899,2020
Ecuador,5463.64515348598,2020
"Egypt, Arab Rep.",3511.11381026379,2020
El Salvador,3997.19279583709,2020
Equatorial Guinea,5764.05502912947,2020
Estonia,23933.9939421065,2020
Eswatini,3454.784217446,2020
Ethiopia,905.313159254148,2020
Faroe Islands,62240.822409175,2020
Fiji,4844.42127154524,2020
Finland,48828.6846862799,2020
France,39169.8606000707,2020
French Polynesia,19966.4838503859,2020
Gabon,6605.80346077904,2020
"Gambia, The",720.335143352133,2020
Georgia,4300.85701291207,2020
Germany,47379.765194548,2020
Ghana,2195.45481659987,2020
Greece,17886.733165236,2020
Greenland,54812.6661771023,2020
Grenada,8968.55890108484,2020
Guam,36482.9363953675,2020
Guatemala,4477.61761796418,2020
Guinea,1053.66097696415,2020
Guinea-Bissau,836.26731423732,2020
